id,name,city,category,discovery_source,rating,rating_count,multisport
217,"Fitness Skalka","Praha","Posilovna",osm,4.6,95,true
229,"Fitness Slavia","Praha","Posilovna",osm,4.1,184,false
899,"Fitness The Top","Praha","Posilovna",places_discovery,5,2,true
57,"Fitness Vagon","Praha","Posilovna",osm,4.5,187,false
598,"Fitness Victory","Praha","Posilovna",osm,,,true
2743,"Fitness Victory OC Novo Plaza","Praha","Posilovna",multisport,4.4,189,true
871,"Fitness Zbraslav","Praha","Posilovna",places_discovery,4.1,16,false
306,"Fitness club","Praha","Posilovna",osm,4.9,16,false
2869,"Fitness club Řepy","Praha","Posilovna",multisport,4.4,222,true
1249,"Fitness field Rokytka","Praha","Posilovna",places_discovery,4.7,339,false
548,"Fitness hřiště Smetanka","Praha","Posilovna",osm,4.6,29,false
1147,"Fitness park Malešice","Praha","Outdoor",places_discovery,4.9,51,false
611,"Fitness park Malý háj","Praha","Outdoor",osm,4.7,23,false
905,"Fitness park Praha-Kunratice","Praha","Outdoor",places_discovery,4.5,36,false
1137,"Fitness park RVL 13","Praha","Outdoor",places_discovery,4.6,76,false
283,"Fitness solárium Pro-One","Praha","Posilovna",osm,4.6,330,false
1064,"Fitness workout park Folimanka","Praha","Outdoor",places_discovery,4.7,92,false
939,"Fitness Šik","Praha","Posilovna",places_discovery,4.7,13,true
509,"FitnessPark Mgr. David Krumpolc","Praha","Posilovna",osm,,,false
42,"FitnessRelax","Praha","Posilovna",osm,4.5,145,true
564,"Form Factory Fitness Anděl","Praha","Posilovna",osm,3.9,1059,true
381,"Form Factory Fitness Brumlovka","Praha","Posilovna",osm,4.4,63,true
268,"Form Factory Fitness Butovice","Praha","Posilovna",osm,4.2,331,true
263,"Form Factory Fitness Eden","Praha","Posilovna",osm,4.1,780,true
267,"Form Factory Fitness Harfa","Praha","Posilovna",osm,4,936,true
137,"Form Factory Fitness Hostivař","Praha","Posilovna",osm,4.2,518,true
354,"Form Factory Fitness I. P. Pavlova","Praha","Posilovna",osm,3.6,143,true
264,"Form Factory Fitness Karlín","Praha","Posilovna",osm,4,1079,true
265,"Form Factory Fitness Palladium","Praha","Posilovna",osm,3.7,320,true
269,"Form Factory Fitness Pankrác","Praha","Posilovna",osm,3.8,244,true
182,"Form Factory Fitness Stodůlky","Praha","Posilovna",osm,4.5,518,true
10,"Form Factory Fitness Vinohrady","Praha","Posilovna",osm,4.1,998,true
261,"Form Factory Fitness Vršovická","Praha","Posilovna",osm,3.8,865,false
266,"Form Factory Fitness Václavské náměstí","Praha","Posilovna",osm,4,752,true
865,"Form Factory Černý Most","Praha","Posilovna",manual,4.7,62,true
313,"Form factory","Praha","Posilovna",osm,3.7,37,true
483,"Form factory fitness Barrandov","Praha","Posilovna",osm,4.2,331,false
117,"Fresh kruháč","Praha","Posilovna",osm,4.9,302,true
992,"FreshKruháč Butovice","Praha","Posilovna",places_discovery,4.9,175,true
2380,"FreshKruháč Harfa","Praha","Pilates",multisport,4.9,302,true
1072,"Funkční Fitko","Praha","Posilovna",places_discovery,4.9,169,true
965,"GLOW studio","Praha","Posilovna",places_discovery,4.2,15,false
2844,"GORILLA MMA","Praha","Posilovna",multisport,4.8,89,true
382,"GYM Barrandov","Praha","Posilovna",osm,4.5,6,true
1273,"GYM RAT FAMILY Bohnice","Praha","Posilovna",places_discovery,4.6,88,true
2109,"GYM RAT FAMILY Hostivař","Praha","Posilovna",multisport,4.7,7,true
1822,"GYM RAT FAMILY Modřany","Praha","Posilovna",multisport,4.7,9,true
1033,"GYMPRA - GYMNASTICKÁ AKADEMIE - Hostivař","Praha","Posilovna",places_discovery,4.7,77,false
892,"Galerie pohybu","Praha","Posilovna",places_discovery,5,10,false
412,"Georges fitness","Praha","Posilovna",osm,4.5,178,true
2266,"Gladiator Fitness","Praha","Posilovna",multisport,4.5,52,true
2544,"Glamedic","Praha","Posilovna",multisport,4.8,31,true
338,"Good Move","Praha","Pilates",osm,5,5,false
2176,"Gutovka","Praha","Posilovna",multisport,4.4,294,true
1242,"Gym","Praha","Posilovna",places_discovery,4.5,190,true
28,"Gym Cornicula","Praha","Posilovna",osm,4.8,47,true
101,"Gym Park","Praha","Posilovna",osm,4.5,187,true
1107,"Gym Rat Břevnov","Praha","Posilovna",places_discovery,4.8,19,false
98,"Gym cafe","Praha","Posilovna",osm,4.8,39,true
882,"GymKa Praha","Praha","Posilovna",places_discovery,4.7,57,true
1017,"GymRoom Nusle","Praha","Posilovna",places_discovery,4.9,61,true
1065,"GymRoom Vinohrady","Praha","Posilovna",places_discovery,5,26,false
1196,"Gymnastics Sokol Zizkov II.","Praha","Posilovna",places_discovery,4.4,225,true
1117,"Gymnastika pro všechny z.s.","Praha","Posilovna",places_discovery,5,21,false
1159,"Gymstory","Praha","Posilovna",places_discovery,4.3,257,true
2152,"H.E.A.T. centrum Zbraslav","Praha","Pilates",multisport,4.5,36,true
2208,"HAMR Záběhlice","Praha","Posilovna",multisport,4.5,1192,true
1740,"HEAT PRAHA","Praha","Posilovna",multisport,3.9,16,true
1305,"HFL Training Center s.r.o.","Praha","Posilovna",places_discovery,4.9,14,false
1223,"HIDEOUT Gym 24/7 | U Studánky 10, Praha 7","Praha","Posilovna",places_discovery,4.7,30,false
1054,"HIDEOUT Gym 24/7 | Zoubkova 4, Praha 5","Praha","Posilovna",places_discovery,4.7,23,false
1151,"HTC PRAHA ARÉNA","Praha","Posilovna",places_discovery,4.8,107,false
423,"HUDY Boulder Karlín","Praha","Bojové sporty",osm,4.3,467,true
2752,"Hadovka Health & Fitness","Praha","Posilovna",multisport,4.2,241,true
20,"Hammer Strength Fitness","Praha","Posilovna",osm,4.8,312,false
616,"Hammer Strength Fitness LUKA","Praha","Posilovna",firmy.cz,4.8,312,true
619,"Hammer Strength Fitness SPARTA","Praha","Posilovna",firmy.cz,4.5,190,false
931,"Hanuman Gym Praha","Praha","Posilovna",places_discovery,4.7,79,false
2036,"Hardcore Tréninky Vršovice","Praha","Pilates",multisport,4.9,78,true
2141,"Heat4you - Plaváček","Praha","Pilates",multisport,4,125,true
1171,"Hela Yoga","Praha","Jóga",places_discovery,4.7,13,true
599,"Heroes Gym","Praha","Posilovna",osm,,,false
139,"HitFit Flora","Praha","Posilovna",osm,4,583,false
26,"Holmes Place","Praha","Posilovna",osm,4,1079,true
1143,"Hot Yoga 42 Studio","Praha","Jóga",places_discovery,4.8,45,true
289,"Hypoxistudio FINDIMA","Praha","Posilovna",osm,5,1,false
1241,"I'M FIT Wellness Fitness","Praha","Posilovna",places_discovery,4.3,816,true
2614,"ICE Arena Letňany","Praha","Posilovna",multisport,4.2,4752,true
1111,"IMPROVE ACADEMY s.r.o.","Praha","Posilovna",places_discovery,5,8,false
929,"Ice Aréna Kateřinky","Praha","Posilovna",places_discovery,4.6,304,true
1144,"In Motion Academy - parkourová hala","Praha","Posilovna",places_discovery,4.8,339,true
1967,"Inner Vibe","Praha","Posilovna",multisport,5,16,true
1190,"Iron Base Gym","Praha","Posilovna",places_discovery,4.9,142,false
104,"JEREMI sport","Praha","Posilovna",osm,4,825,true
1248,"JOGA CENTRUM","Praha","Jóga",places_discovery,4.7,7,false
120,"JOHN REED Fitness","Praha","Posilovna",osm,3.6,1656,false
86,"JOKY fitness","Praha","Posilovna",osm,4.6,48,false
1168,"JOYfit studio","Praha","Posilovna",places_discovery,5,10,false
916,"JRJ Fitness","Praha","Posilovna",places_discovery,5,5,false
1100,"JamJam","Praha","Posilovna",places_discovery,4.8,66,true
1193,"Jilmová outdoor fitness","Praha","Outdoor",places_discovery,4.5,35,false
1148,"Jogamy studio","Praha","Jóga",places_discovery,5,21,false
1019,"JonasGym","Praha","Posilovna",places_discovery,4.9,43,false
983,"Judo club Kidsport","Praha","Bojové sporty",places_discovery,4.9,50,false
1192,"Jumping Praha s Míšou","Praha","Posilovna",places_discovery,5,63,true
1184,"Jóga Letná","Praha","Jóga",places_discovery,4.7,91,true
915,"Jóga Novodvorská - individuální přístup ke každému klientovi - vánoční prázdniny 10.12.-5.1.26","Praha","Jóga",places_discovery,5,25,false
1045,"Jóga a funkční fitness V Korunách","Praha","Jóga",places_discovery,5,12,false
1255,"Jóga se štěňaty","Praha","Jóga",places_discovery,5,168,false
1142,"Jóga spirit","Praha","Jóga",places_discovery,5,80,false
2286,"Jóga studio Krymská","Praha","Jóga",multisport,4.8,21,true
1132,"Jógovna","Praha","Jóga",places_discovery,4.8,59,true
2859,"K&K Family Fitness","Praha","Posilovna",multisport,4.7,72,true
1328,"KB5 Gym Praha","Praha","Posilovna",places_discovery,4.9,255,false
1830,"KOSTA GYM","Praha","Posilovna",multisport,4.5,51,true
114,"Karlovka","Praha","Posilovna",osm,4.5,300,false
1069,"Karma Yoga Studio","Praha","Jóga",places_discovery,4.5,144,true
928,"Karolína Molinari","Praha","Posilovna",places_discovery,5,5,false
597,"Kentoya fitness","Praha","Posilovna",osm,,,true
1267,"Kickbox klub Kosagym","Praha","Bojové sporty",places_discovery,4.8,40,false
496,"Klid Neklid jógové studio","Praha","Jóga",osm,5,35,true
47,"Klub Slunečnice","Praha","Jóga",osm,4.4,7,false
941,"Komunitní centrum Ponte","Praha","Posilovna",places_discovery,5,5,true
1288,"Krav Maga Střížkov","Praha","Bojové sporty",places_discovery,5,20,false
1166,"Kruháč Bořislavka","Praha","Posilovna",places_discovery,4.9,201,false
111,"Kutil Gym","Praha","Bojové sporty",osm,4.6,18,true
2548,"LADY BODY FIT","Praha","Posilovna",multisport,4.9,87,true
1130,"LAVIDA | Stretching & Pilates | Fitness studio","Praha","Pilates",places_discovery,4.9,275,true
879,"LCC Radotín","Praha","Posilovna",places_discovery,4.6,131,false
1053,"LTC SVOBODA PRAHA","Praha","Posilovna",places_discovery,4.5,24,false
2727,"Ladies Fitness","Praha","Posilovna",multisport,4.6,87,true
87,"Lagoon","Praha","Bazén",osm,4,2226,true
2321,"Lanna Gym","Praha","Posilovna",multisport,4.8,240,true
1247,"LazarGYM","Praha","Posilovna",places_discovery,4.9,25,true
1128,"Le Soul Yoga studio","Praha","Jóga",places_discovery,5,29,false
614,"Legacy Fitness","Praha","Posilovna",firmy.cz,5,13,true
2114,"Let’s Fly Studio Loreta","Praha","Posilovna",multisport,4.9,40,true
2112,"Lokal Blok","Praha","Posilovna",multisport,4.3,2277,true
966,"Los Podolos","Praha","Posilovna",places_discovery,5,92,false
491,"Lukostřelecký klub CERE","Praha","Bojové sporty",osm,4.6,25,false
890,"METAGYM Fitness","Praha","Posilovna",places_discovery,4.3,57,true
1068,"MIMAMI Praha","Praha","Posilovna",places_discovery,4.9,13,false
260,"MMA Monster Gym","Praha","Bojové sporty",osm,4.9,53,false
1231,"MOOD Gym","Praha","Posilovna",places_discovery,4.8,47,false
1186,"MOOD Yoga Karlin","Praha","Jóga",places_discovery,4.8,113,true
1131,"MOOD Yoga Vodičkova","Praha","Jóga",places_discovery,4.8,21,true
2658,"MTV Fitness","Praha","Posilovna",multisport,4.5,458,true
2445,"Marek Moflár Kruhový trénink","Praha","Pilates",multisport,5,3,true
974,"Mason arena 67 67 baseball","Praha","Posilovna",places_discovery,5,4,false
1083,"Mata jóga","Praha","Jóga",places_discovery,4.6,34,true
494,"Max Fitness","Praha","Posilovna",osm,4.7,540,true
2161,"Max Fitness Bílá Labuť","Praha","Posilovna",multisport,4.6,1002,true
1792,"Max Fitness Dejvice","Praha","Posilovna",multisport,4.9,134,true
41,"Max Fitness Evropská","Praha","Posilovna",osm,4.8,317,true
497,"Max Fitness Flora","Praha","Posilovna",osm,4.4,493,true
2776,"Max Fitness Hybernská","Praha","Posilovna",multisport,4.7,477,true
1933,"Max Fitness Kolbenova","Praha","Posilovna",multisport,4.8,420,true
2123,"Max Fitness Krakov","Praha","Posilovna",multisport,4.6,600,true
2741,"Max Fitness Letiště Ruzyně","Praha","Posilovna",multisport,4.9,72,true
2879,"Max Fitness Nové Butovice","Praha","Posilovna",multisport,4.9,287,true
2153,"Max Fitness Palmovka","Praha","Posilovna",multisport,4.7,401,true
2197,"Max Fitness Pankrác","Praha","Posilovna",multisport,4.9,327,true
2305,"Max Fitness Praha Lužiny","Praha","Posilovna",multisport,4.8,689,true
2157,"Max Fitness Praha Štěrboholy","Praha","Posilovna",multisport,4.7,441,true
2113,"Max Fitness Roztyly","Praha","Posilovna",multisport,4.8,162,true
2202,"Max Fitness Waltrovka","Praha","Posilovna",multisport,4.6,368,true
221,"Maximus","Praha","Posilovna",osm,4.4,237,true
1076,"Mega Fitness","Praha","Posilovna",places_discovery,4.6,82,true
1252,"Merry Shark","Praha","Posilovna",places_discovery,5,20,true
131,"MetaGym","Praha","Posilovna",osm,4.2,21,true
2414,"Metagym Chodov","Praha","Posilovna",multisport,4.7,32,true
1063,"Metronome CrossFit","Praha","CrossFit",places_discovery,5,55,false
972,"Michal Židlický AIKI SYSTÉM","Praha","Posilovna",places_discovery,5,4,false
1270,"Mind Studio","Praha","Posilovna",places_discovery,5,2,false
335,"MiniGym","Praha","Posilovna",osm,4.5,18,false
1254,"Moje fitko","Praha","Posilovna",places_discovery,4.9,12,false
1048,"MoreYogy Studio jogy","Praha","Posilovna",places_discovery,5,15,false
2386,"Moschna - pole dance center","Praha","Pilates",multisport,4.5,64,true
1756,"Mothergood","Praha","Posilovna",multisport,5,84,true
949,"Movement studio Stodůlky","Praha","Posilovna",places_discovery,4,27,true
1183,"My Sky Studio - Aerial silks, Aerial hoop, Pole dance, Stretching, Fly yoga","Praha","Jóga",places_discovery,4.9,68,false
2433,"My Sky aerial dance studio","Praha","Pilates",multisport,4.9,68,true
1908,"Mystery yoga","Praha","Jóga",multisport,5,29,true
1101,"Místo tance","Praha","Posilovna",places_discovery,4.8,38,true
293,"Můj pohyb","Praha","Posilovna",osm,4.8,17,false
1274,"NUNA STUDIO","Praha","Posilovna",places_discovery,5,60,true
1052,"Namastery, Ltd.","Praha","Posilovna",places_discovery,5,31,false
340,"Next.Move","Praha","Posilovna",osm,4.1,141,false
472,"Next.Move Smíchov","Praha","Posilovna",osm,4.7,41,false
1206,"Nolimits Club Lehovec","Praha","Posilovna",places_discovery,4.9,23,false
1280,"OKfit","Praha","Posilovna",places_discovery,4.6,185,true
2334,"ONEGYM Pankrác","Praha","Posilovna",multisport,4.5,341,true
1138,"ORIGAMI yoga studio","Praha","Jóga",places_discovery,5,24,true
1057,"OTELO","Praha","Posilovna",places_discovery,5,6,false
183,"Octarna Holešovice","Praha","Posilovna",osm,4.9,40,true
148,"Olympia Fitness","Praha","Posilovna",osm,4.7,354,true
353,"One Gym","Praha","Posilovna",firmy.cz,4.5,341,true
415,"Orgami","Praha","Jóga",osm,5,24,false
1229,"Oveė Studio","Praha","Posilovna",places_discovery,4.8,33,true
1781,"PANTHER GYM","Praha","Posilovna",multisport,4.6,303,true
1136,"PRO-ONE Fitness","Praha","Posilovna",places_discovery,4.6,330,true
290,"Padera Gym","Praha","Bojové sporty",osm,4.8,553,true
1306,"Palec Gym","Praha","Posilovna",places_discovery,5,6,false
1257,"Paradise Gym&Fitness","Praha","Posilovna",places_discovery,4.7,49,true
898,"Paulus Yoga","Praha","Jóga",places_discovery,5,44,false
993,"Peace Yoga Studio","Praha","Jóga",places_discovery,5,18,true
1034,"Pentagym","Praha","Posilovna",places_discovery,5,50,false
1007,"Pilates","Praha","Pilates",places_discovery,5,8,true
1106,"Pilates & Flow","Praha","Pilates",places_discovery,4.1,21,false
981,"Pilates & Harmony Studio","Praha","Pilates",places_discovery,5,6,false
451,"Pilates 4U","Praha","Pilates",osm,5,6,false
988,"Pilates Power Uhříněves","Praha","Pilates",places_discovery,4.8,17,false
878,"Pilates Radotín","Praha","Pilates",places_discovery,4.8,5,false
969,"Pilates Therapy","Praha","Pilates",places_discovery,5,7,true
942,"Pilates studio Mgr. Petry Zajíčkové","Praha","Pilates",places_discovery,4,4,false
2094,"Plavecký areál Jedenáctka VS","Praha","Bazén",multisport,4,2438,true
1087,"Plocha na bruslení","Praha","Posilovna",places_discovery,4.6,5,false
888,"PoStu - pilates studio Praha - Velká Chuchle","Praha","Pilates",places_discovery,5,2,true
337,"Pod-O-Gym","Praha","Posilovna",osm,4.9,34,false
1202,"Pohyb Nová Harfa","Praha","Posilovna",places_discovery,5,22,false
127,"Pohyb dětem","Praha","Jóga",osm,4.8,98,false
281,"Pohybové studio K6","Praha","Jóga",osm,5,28,true
1124,"Pole Škola","Praha","Posilovna",places_discovery,4.9,18,false
1055,"Pony Klub Praha","Praha","Posilovna",places_discovery,4.3,20,false
1129,"Poppy Pilates Prague","Praha","Pilates",places_discovery,4.5,96,false
503,"Posilka","Praha","Posilovna",osm,4.6,14,true
869,"Posilka Fitness Lipence","Praha","Posilovna",places_discovery,3.1,16,true
891,"Posilka Fitness Zahálka","Praha","Posilovna",places_discovery,4.1,36,true
600,"Posilovna","Praha","Posilovna",osm,,,false
1230,"Power Core studio Praha","Praha","Posilovna",places_discovery,4.3,22,false
1016,"Power of development s.r.o.","Praha","Posilovna",places_discovery,4.7,55,false
2801,"Powerfit","Praha","Pilates",multisport,4.9,27,true
1978,"Prague Louka","Praha","Posilovna",multisport,4.1,126,true
1935,"Prague Striking Academy","Praha","Pilates",multisport,4.7,33,true
1185,"Prague Yoga Collective Karlín","Praha","Jóga",places_discovery,4.5,44,true
1182,"Prague Yoga Collective Letná","Praha","Jóga",places_discovery,4.9,345,true
1062,"Prague Yoga Collective Rejsková","Praha","Jóga",places_discovery,4.7,58,true
968,"Prema Joga","Praha","Jóga",places_discovery,4.6,8,true
1233,"PriMMAt Gym Praha","Praha","Bojové sporty",places_discovery,4.7,46,false
2055,"Primal Gym","Praha","Pilates",multisport,5,7,true
285,"PrivateGym","Praha","Posilovna",osm,4.9,53,false
253,"Privategym.cz","Praha","Posilovna",osm,4.9,53,false
1239,"Pro7sport","Praha","Posilovna",places_discovery,4.7,6,false
996,"Prostor Na Pomezí","Praha","Posilovna",places_discovery,5,10,false
538,"Pála Vízner Tennis","Praha","Posilovna",osm,4.7,110,true
3,"R5 Gym","Praha","Posilovna",osm,4.2,82,true
1191,"RFX Gym","Praha","Posilovna",places_discovery,4.9,22,false
2059,"RHYTMIO","Praha","Pilates",multisport,5,9,true
1258,"RVL13 PARK - Street Workout outdoor park","Praha","Outdoor",places_discovery,4.3,13,false
1296,"RVL13 Streetworkout Bohnice","Praha","Posilovna",places_discovery,4.7,27,false
1284,"RVL13 Streetworkout Prosek","Praha","Posilovna",places_discovery,4.8,36,false
914,"Radek Filipi","Praha","Posilovna",places_discovery,4.3,10,false
2088,"Radotín Fitness","Praha","Posilovna",multisport,4.1,117,true
1244,"Real Fight Club","Praha","Posilovna",places_discovery,5,31,true
961,"Really Fitness","Praha","Posilovna",places_discovery,4.5,115,true
946,"Reinders MMA","Praha","Bojové sporty",places_discovery,5,72,true
1320,"Relax la fabrique","Praha","Posilovna",places_discovery,4.2,143,true
2778,"Relaxační centrum Na Třebešíně","Praha","Posilovna",multisport,4.9,16,true
220,"Relaxační i aktivní zóna","Praha","Outdoor",osm,,,false
1737,"Rezidence Blatov","Praha","Posilovna",multisport,4.4,87,true
1093,"Rock Gym Skalka","Praha","Posilovna",places_discovery,4.6,95,true
1826,"Rodinné a kulturní centrum Nová Trojka","Praha","Posilovna",multisport,4.6,124,true
2198,"Rodinný klub sedmička v pohybu a Fitklub H.J.","Praha","Posilovna",multisport,5,8,true
1173,"Roots & Motion | GOATA","Praha","Posilovna",places_discovery,5,26,true
2525,"Rosmarina","Praha","Posilovna",multisport,4,2316,true
2312,"Running Mall","Praha","Pilates",multisport,4.5,138,true
251,"S&B FITNESS","Praha","Posilovna",osm,4.3,134,true
2592,"SB centrum","Praha","Posilovna",multisport,4,589,true
967,"SH Zelený Pruh","Praha","Posilovna",places_discovery,4,30,false
1318,"SH Čakovice","Praha","Posilovna",places_discovery,4,146,false
2228,"SK Start Praha","Praha","Posilovna",multisport,4.4,72,true
2755,"SKY fitness club","Praha","Posilovna",multisport,4.8,29,true
2677,"SM Fitness","Praha","Posilovna",multisport,4.8,157,true
1156,"SPORTS CENTER BĚCHOVICE","Praha","Posilovna",places_discovery,4.1,129,false
1180,"STUDIO PilatesPraha","Praha","Pilates",places_discovery,5,11,false
1056,"Sakura Fitness","Praha","Posilovna",places_discovery,5,23,false
1869,"Salsaholics - Tresor Club","Praha","Pilates",multisport,4.5,15,true
922,"Samata studio","Praha","Posilovna",places_discovery,4.8,34,true
2505,"Santiago studio","Praha","Posilovna",multisport,,,true
1116,"Silicon Gym","Praha","Posilovna",places_discovery,4.4,77,false
1125,"Simply Pilates","Praha","Pilates",places_discovery,4.6,9,false
1175,"Sk Boxing Praha","Praha","Bojové sporty",places_discovery,4.6,47,false
1896,"Sky Fit","Praha","Posilovna",multisport,4.6,131,true
1225,"Slackline spot u rybníčku","Praha","Posilovna",places_discovery,5,5,false
2410,"Slugger fight club","Praha","Pilates",multisport,4.9,230,true
1222,"Small sports hall","Praha","Posilovna",places_discovery,4.1,118,false
1302,"Spejbl Gym Prague","Praha","Posilovna",places_discovery,4.4,207,false
1001,"Spinning Radlice","Praha","Spinning",places_discovery,4.6,14,true
1160,"Sport Centrum Evropská","Praha","Posilovna",places_discovery,4.5,442,true
177,"Sport Centrum Palmovka","Praha","Posilovna",osm,4.3,236,false
1014,"Sport Hall Dekanka","Praha","Posilovna",places_discovery,3.9,71,false
925,"SportBox Chodov","Praha","Bojové sporty",places_discovery,3,3,true
1261,"SportBox Černý Most","Praha","Bojové sporty",places_discovery,2.7,3,false
986,"SportCentrum Měcholupy","Praha","Posilovna",places_discovery,4.6,16,false
543,"Sportcentrum Radlice","Praha","Posilovna",osm,4.2,200,true
1195,"Sportcentrum Step","Praha","Posilovna",places_discovery,4.5,906,true
2855,"Sportovní a rekreační areál Pražačka","Praha","Posilovna",multisport,4.2,1096,true
1161,"Sportovní akademie","Praha","Posilovna",places_discovery,5,8,true
1204,"Sportovní aréna Rokytka","Praha","Posilovna",places_discovery,4.8,56,false
1920,"Sportovní centrum Bohnice","Praha","Posilovna",multisport,5,1,true
576,"Sportovní centrum Koráb","Praha","Posilovna",osm,4.7,459,true
2226,"Sportovní centrum PLECHOVKA","Praha","Posilovna",multisport,4.7,289,true
1041,"Sportovní centrum Řepy","Praha","Posilovna",places_discovery,4.4,964,true
1930,"Sportovní hala Kbely","Praha","Posilovna",multisport,4.6,114,true
531,"Sportovní klub Budo Hostivař","Praha","Bojové sporty",osm,4.9,54,true
1174,"Sports Hall Královka","Praha","Posilovna",places_discovery,4.6,680,true
329,"Squash sport","Praha","Posilovna",osm,4.4,199,true
1043,"Squashpark","Praha","Posilovna",places_discovery,4.4,236,true
982,"Squashpoint","Praha","Posilovna",places_discovery,4.4,437,true
1220,"Stromovka workout","Praha","Posilovna",places_discovery,4.4,30,false
1899,"Studio 123","Praha","Posilovna",multisport,5,10,true
1067,"Studio AnYo","Praha","Posilovna",places_discovery,5,45,false
1002,"Studio CERE","Praha","Posilovna",places_discovery,4.8,19,false
1115,"Studio Fighter's","Praha","Posilovna",places_discovery,4.5,65,true
1862,"Studio FitActivity","Praha","Posilovna",multisport,5,6,true
1102,"Studio Hvězda","Praha","Posilovna",places_discovery,4.9,34,true
917,"Studio Jiřina","Praha","Posilovna",places_discovery,5,8,false
1262,"Studio MODELACE","Praha","Posilovna",places_discovery,4.6,18,false
1207,"Studio MPILATES","Praha","Pilates",places_discovery,5,26,false
2104,"Studio MuŠka","Praha","Posilovna",multisport,4.9,24,true
282,"Studio Rovnováha","Praha","Jóga",osm,5,10,false
1158,"Studio Samádhi","Praha","Posilovna",places_discovery,5,13,true
934,"Studio Sedmé nebe","Praha","Posilovna",places_discovery,5,23,false
2694,"Studio Tanes","Praha","Posilovna",multisport,5,2,true
1018,"Studio Tensegrity","Praha","Posilovna",places_discovery,4.8,6,false
1073,"Studio Yoga Mija","Praha","Jóga",places_discovery,4.8,44,true
1209,"Studio Yoon","Praha","Posilovna",places_discovery,4.8,29,false
1272,"Suchdol Sportcentrum CZU","Praha","Posilovna",places_discovery,4.4,355,false
1146,"Sunny Land Malešice","Praha","Posilovna",places_discovery,4.6,125,false
36,"Synergy Club Anděl","Praha","Posilovna",osm,4.5,286,true
1167,"Synergy training","Praha","Posilovna",places_discovery,5,72,false
885,"T. J. Sokol Libuš","Praha","Posilovna",places_discovery,4.1,78,false
1110,"T.J. Sokol Břevnov","Praha","Posilovna",places_discovery,4.4,32,false
1003,"T.J. Sokol Praha - Podolí","Praha","Posilovna",places_discovery,4.5,89,false
2239,"TANGONEXION","Praha","Pilates",multisport,4.9,140,true
1286,"TK ASTRA Praha","Praha","Posilovna",places_discovery,4.2,12,false
2320,"TODAY Fitness","Praha","Posilovna",multisport,4.1,16,true
1187,"Taneční SECTOR","Praha","Posilovna",places_discovery,4.4,14,true
1810,"Taneční škola La Tropical","Praha","Pilates",multisport,4.6,181,true
2711,"Tap Academy Prague","Praha","Posilovna",multisport,4.9,114,true
416,"The Gym","Praha","Posilovna",osm,4.3,24,true
2422,"The Gym Argentinská","Praha","Posilovna",multisport,4.4,21,true
1108,"The Gym House","Praha","Posilovna",places_discovery,4.6,72,false
1013,"The Gym Na Strži","Praha","Posilovna",places_discovery,4.4,39,true
1250,"The Gym Pragovka","Praha","Posilovna",places_discovery,4.6,40,false
903,"The Little Gym Chodov-Kunratice","Praha","Posilovna",places_discovery,4.6,90,true
303,"The pilates room","Praha","Pilates",osm,4.9,14,false
1011,"Tiger Team","Praha","Posilovna",places_discovery,4.9,173,true
1299,"Titan Boxing Gym","Praha","Bojové sporty",places_discovery,5,40,false
210,"ToFitko Pod Palmovkou","Praha","Posilovna",osm,4.7,683,true
1189,"ToFitko | Karlín","Praha","Posilovna",places_discovery,4.5,164,true
242,"Top Deck Wellness & Fitness Center","Praha","Posilovna",osm,4.2,319,true
1127,"True Pilates Prague","Praha","Pilates",places_discovery,4.6,13,false
1303,"Tvoje fitko Praha","Praha","Posilovna",places_discovery,4.8,17,false
107,"Tvůj soukromý gym","Praha","Posilovna",osm,,,false
1038,"Tyasa yoga","Praha","Jóga",places_discovery,5,8,false
1140,"Tělocvičná Jednota Sokol Karlín","Praha","Posilovna",places_discovery,4.2,38,false
1044,"Tělocvičná Jednota Sokol Praha Košíře","Praha","Posilovna",places_discovery,4.6,7,false
1243,"Tělocvičná Jednota Sokol Vysočany - ČOS","Praha","Posilovna",places_discovery,4.1,11,false
913,"Tělocvičná jednota Sokol Hodkovičky","Praha","Posilovna",places_discovery,3.8,17,false
880,"Tělocvičná jednota Sokol Modřany","Praha","Posilovna",places_discovery,4.3,41,true
962,"Tělocvičná jednota Sokol Zlíchov","Praha","Posilovna",places_discovery,4.5,64,false
595,"Underground gym","Praha","Posilovna",osm,4.9,34,true
1214,"Unihoc Aréna Kotlářka","Praha","Posilovna",places_discovery,3.6,146,false
896,"VLD PROGYM","Praha","Posilovna",places_discovery,4.9,26,true
1059,"VM STRETCHING","Praha","Posilovna",places_discovery,5,123,true
2625,"Vault Gym","Praha","Posilovna",multisport,4.7,140,true
77,"Venkovní fitness","Praha","Outdoor",osm,4.8,107,false
1313,"Venkovní kryté sportoviště ZŠ SPORTOVNÍ s.r.o.","Praha","Outdoor",places_discovery,5,27,true
978,"Veru Joga studio","Praha","Jóga",places_discovery,5,9,false
2358,"Viking Workout SK Aritma","Praha","Pilates",multisport,4.3,377,true
1928,"Vlny Štvanice","Praha","Posilovna",multisport,4.8,74,true
951,"Volcano Health Club","Praha","Posilovna",places_discovery,4.5,77,false
2232,"Výstaviště Praha","Praha","Posilovna",multisport,4.3,15852,true
65,"White Sage Therapy","Praha","Jóga",osm,4.8,18,false
1084,"Workout place","Praha","Posilovna",places_discovery,4.8,43,false
